ResponseID	StartDate	EndDate	ExLeft	ExRight	exampleIsRight	exclude	Age	Sex	Lang	Lang_TEXT	Education	DO.BR.FL_84	trial	LeftResponse	RightResponse	isRight	isPartRight	leftIsRight	rightIsRight	time1	time2	time3	time4	trialNum	correct	conf	aveCWordLengthNBCor	aveCWordLengthCor	aveWordLengthCor	aveUniqueWordPercent	aveUniqueCWordPercent	aveUniqueCWordNBPercent	aveUniqueWordPercentCor	aveUniqueCWordPercentCor	aveUniqueCWordNBPercentCor
R_3pqXOqHC8A66NV1	6/25/15 13:41	6/25/15 13:46	the objects fall to the left	the objects fall to the right	1	1	22	1	1		5	pbp26|pbp11b|pbp18	pbp11b	i don't know	i don't know	0	0	0	0	0	0	90.569	0	2	0	1	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_1eOEw4kePGXtYBJ	6/25/15 13:43	6/25/15 13:48	All the objects will fall to the left	All the objects will fall towards the right. 	1	1	28	1	1		5	pbp09|pbp11b|pbp26	pbp11b	Objects are closer to one another 	Objects are farther away from one another	1	1	1	1	0	0	17.322	0	2	1	3	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_1CJFrKTQ6yGFNwe	6/25/15 13:47	6/25/15 13:54	Will fall to the left.	Will fall to the right.	1	1	27	1	1		2	pbp11b|pbp16|pbp04	pbp11b	Objects are/will be in close proximity of each other.	Objects are not/will not be in close proximity of each other.	1	1	1	1	1.676	53.179	55.556	3	1	1	3	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_27E8WisPqOaECtW	6/25/15 13:51	6/25/15 13:54	all move to the left	all move to the right	1	1	22	1	1		3	pbp13|pbp18|pbp11b	pbp11b	all blocks stack	all blocks seperate	0	0	0	0	0	0	69.49	0	3	1	4	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_1E59jNPs7lcucUU	6/25/15 13:52	6/25/15 13:56	Gravity	Gravity	0	0	43	1	1		3	pbp16|pbp11b|pbp24	pbp11b	Law of Motion	Law of Motion	0	0	0	0	0	0	19.394	0	2	0	1	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_2zCIu4kBefmrpKz	6/25/15 14:14	6/25/15 14:21	All will fall to the left	All will fall to the right	1	1	26	1	1		4	pbp09|pbp19|pbp11b	pbp11b	Shapes are closer to or touching one another. 	Shapes are further from one another/not touching.	1	1	1	1	0	0	42.416	0	3	1	2	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_3G1lPYscUhV3lEV	6/25/15 14:16	6/25/15 14:27	They will fall to the left	They will fall to the right	1	1	29	2	1		3	pbp11b|pbp13|pbp02	pbp11b	moving together	moving apart	0	0	0	0	0	0	90.005	0	1	0	1	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_2pWuD60X7YCSnWo	6/25/15 14:58	6/25/15 15:07	The objects will fall to the left.	The objects will fall to the right.	1	1	36	2	1		3	pbp11b|pbp18|pbp16	pbp11b	Objects will rollover one another to the right	Objects roll to the right but don't touch	0	0	0	0	0	0	78.152	0	1	1	3	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_ctGe3CZMd707lk1	6/25/15 15:28	6/25/15 15:40	The objects will fall to the left	The objects will fall to the right	1	1	25	1	1		3	pbp11b|pbp28|pbp24	pbp11b	The objects will fall to the right	The objects will fall to the left	0	0	0	0	20.146	35.066	39.323	7	1	1	3	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_sYfIsM5nXXYdPC9	6/25/15 15:23	6/25/15 15:29	Objects will fall to the left	Objects will fall to the right	1	1	20	2	1		3	pbp11b|pbp13|pbp19	pbp11b	The objects become closer	The objects get farther from each other	0	1	0	0	1.247	10.13	37.02	2	1	1	2	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_2eRtcMHWiOqKgkd	6/25/15 15:41	6/25/15 15:44	will fall to the left	will fall to the right	1	1	42	2	1		5	pbp11b|pbp28|pbp04	pbp11b	moving closer	moving apart	0	1	0	0	0	0	23.424	0	1	0	2	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_VKAmDsHtnRhA3DP	6/25/15 16:03	6/25/15 16:08	The objects will fall to the left.	The objects will fall to the right.	1	1	27	2	1		5	pbp18|pbp11b|pbp13	pbp11b	The objects will be close together.	The objects will be far apart.	1	1	1	1	0	0	27.606	0	2	1	4	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_3HCePEd3FeUuYKY	6/25/15 16:15	6/25/15 16:19	They will fall to the left.	They will fall to the right.	1	1	21	1	1		5	pbp26|pbp11b|pbp13	pbp11b	The objects will end up touching.	The objects will remain independent.	0	0	0	0	0	0	44.789	0	2	0	1	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_28BRDwNZxQn4Ox5	6/25/15 16:33	6/25/15 16:45	The object will fall to the left	The objects will fall to the right	1	1	33	1	1		5	pbp02|pbp11b|pbp09	pbp11b	The images on the left vary in size and order placement.	The images on the right are all the same size in each frame.	0	0	0	0	0	0	90.027	0	2	1	2	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_BPWdU4LGOYPRdex	6/25/15 17:29	6/25/15 17:35	objects will fall to the left	objects will fall to the right	1	1	20	1	1		4	pbp28|pbp11b|pbp04	pbp11b	objects are able to be close together	objects are being pushed away from each other	1	1	1	1	0	0	76.9	0	2	0	2	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_0APBYNL0vVYCE6h	6/26/15 11:14	6/26/15 11:22	Objects fall to left	Objects fall to right	1	1	26	2	1		3	pbp16|pbp11b|pbp04	pbp11b	shapes moved over other shapes	shapes didn't move over other shapes	0	0	0	0	1.57	1.57	62.343	1	2	1	3	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_2TpEKOx3TS4cbxb	6/26/15 11:17	6/26/15 11:23	all will fall left	all will fall right	1	1	56	2	1		5	pbp28|pbp13|pbp11b	pbp11b	one of the items is a different size	items are the same size	0	0	0	0	0	0	46.115	0	3	1	3	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_Oxxp4VRhQVO8MpP	6/26/15 11:26	6/26/15 11:34	The objects will always fall to the left.	The objects will always fall to the right.	1	1	38	2	1		4	pbp19|pbp18|pbp11b	pbp11b	The objects are close together.	The objects are separated.	1	1	1	1	0	0	40.883	0	3	1	3	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_241xZjTpfAn3T84	6/26/15 11:42	6/26/15 11:49	all the objects will fall to the left	all the objects will fall to the right	1	1	40	1	1		6	pbp11b|pbp04|pbp24	pbp11b	the objects are close to each other	the objects are far from each other	1	1	1	1	0	0	90.045	0	1	0	2	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_1rxJ2Do5colj5WR	6/26/15 11:51	6/26/15 11:57	They are positioned to fall left	They are positioned to fall right	1	1	24	2	1		5	pbp26|pbp04|pbp11b	pbp11b	close together	far apart	1	1	1	1	0	0	28.424	0	3	1	4	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_2QSfEl0LlylBgM5	6/26/15 12:01	6/26/15 12:13	The objects will fall to the left.	The objects will fall to the right.	1	1	58	2	1		5	pbp28|pbp11b|pbp04	pbp11b	The objects come together to form various shapes. 	The objects separate.	0	1	0	1	0	0	29.193	0	2	0	2	2.820512821	3.474358974	4.243589744	0.353970625	0.315686275	0.367098592	0.317208623	0.276858827	0.327441706
R_3fJiBmcSGwrOyZz	6/25/15 12:25	6/25/15 12:30	objects fall to the left	object fall to the right	1	1	42	1	1		6	pbp13|pbp26|pbp24	pbp13	Have stacks where weight is evenly distributed	Have objects that are balanced on a point or edge that will topple when shifted	0	0	0	0	0	0	28.693	0	1	1	3	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_2dowAgHZKkvXH6M	6/25/15 12:39	6/25/15 12:45	Objects will fall to the left.	Objects will fall to the right.	1	1	22	2	1		3	pbp26|pbp09|pbp13	pbp13	Objects are just placed on top of one another.	Objects are positioned to make a conglomeration that allows for space beneath of it.	1	1	1	1	16.739	16.739	17.906	1	3	1	2	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_3ReJIX9PiATEUaS	6/25/15 13:41	6/25/15 13:48	The objects will fall to the left.	The objects will fall to the right.	1	1	24	2	1		5	pbp09|pbp04|pbp13	pbp13	The structures don't contain any gaps.	The structures contain gaps.	1	1	1	1	89.892	89.892	90.005	1	3	1	3	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_27E8WisPqOaECtW	6/25/15 13:51	6/25/15 13:54	all move to the left	all move to the right	1	1	22	1	1		3	pbp13|pbp18|pbp11b	pbp13	blocks move to the bottom	blocks move to the top	0	0	0	0	0	0	9.468	0	1	0	2	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_eg4vMip7FoGRppn	6/25/15 13:46	6/25/15 13:55	fall on left	fall on right	1	1	34	2	1		3	pbp09|pbp24|pbp13	pbp13	i have no idea	i have no idea	0	0	0	0	1.807	2.984	90.343	2	3	0	1	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_1DZo5dTmiYtx7ua	6/25/15 13:53	6/25/15 14:02	Objects will fall to the left.	Objects will fall to the right.	1	1	29	1	1		5	pbp02|pbp26|pbp13	pbp13	The rectangle does not touch the ground.	The rectangle touches the ground.	0	0	0	0	0	0	90.006	0	3	0	1	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_1OOVQt8LCMLQafF	6/25/15 14:07	6/25/15 14:13	object will fall to the left	object will fall to the right	1	1	41	1	1		2	pbp13|pbp16|pbp18	pbp13	big block was moved on left	small blocks were moved on right	0	0	0	0	0	0	37.163	0	1	1	3	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_3G1lPYscUhV3lEV	6/25/15 14:16	6/25/15 14:27	They will fall to the left	They will fall to the right	1	1	29	2	1		3	pbp11b|pbp13|pbp02	pbp13	becoming aligned	becoming unaligned 	0	0	0	0	0	0	90.005	0	2	1	2	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_2zYolx7YWKZCKRa	6/25/15 14:43	6/25/15 14:51	All items will fall the the left.	All items will fall to the right.	1	1	29	1	1		3	pbp28|pbp26|pbp13	pbp13	The items are arranged opposite order than the right images.	The items are arranged opposite order than the left images.	0	0	0	0	0	0	90.01	0	3	1	3	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_dhQk3kU4H5jFSyB	6/25/15 14:58	6/25/15 15:05	items will fall left 	items will fall right	1	1	54	1	1		5	pbp13|pbp24|pbp02	pbp13	has a solid foundation	does not have a solid foundation	0	0	0	0	3.674	12.391	41.736	3	1	0	1	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_1oAtNT1k3yhWlMQ	6/25/15 15:11	6/25/15 15:17	The objects will all fall to the left	The objects will all fall to the right	1	1	19	1	1		3	pbp09|pbp04|pbp13	pbp13	The small shapes are on top	The small shapes are on the bottom	0	0	0	0	0	0	56.078	0	3	0	1	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_11dT9zbrQU09A47	6/25/15 15:25	6/25/15 15:28	fall left	fall right	1	1	25	1	1		5	pbp16|pbp13|pbp02	pbp13	stacked horizontally	stacked vertically	0	0	0	0	0	0	38.723	0	2	0	2	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_sYfIsM5nXXYdPC9	6/25/15 15:23	6/25/15 15:29	Objects will fall to the left	Objects will fall to the right	1	1	20	2	1		3	pbp11b|pbp13|pbp19	pbp13	The longer block changes	Only the small blocks change	0	0	0	0	1.295	52.602	53.171	3	2	0	2	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_VKAmDsHtnRhA3DP	6/25/15 16:03	6/25/15 16:08	The objects will fall to the left.	The objects will fall to the right.	1	1	27	2	1		5	pbp18|pbp11b|pbp13	pbp13	These objects are well balanced.	These objects are not as well balanced.	0	0	0	0	0	0	41.696	0	3	0	2	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_23UCd8k6VG96P8u	6/25/15 16:06	6/25/15 16:09	The objects will fall to the left	The objects will fall to the right	1	1	28	1	1		6	pbp13|pbp19|pbp18	pbp13	The objects do not have much support	The objects seem well supported	0	0	0	0	0	0	25.792	0	1	0	2	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_3HCePEd3FeUuYKY	6/25/15 16:15	6/25/15 16:19	They will fall to the left.	They will fall to the right.	1	1	21	1	1		5	pbp26|pbp11b|pbp13	pbp13	The largest object(s) will be moved.	The smallest object(s) will be moved.	0	0	0	0	0	0	35.402	0	3	1	2	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_3I9ogoNhVxocaxz	6/25/15 17:02	6/25/15 17:09	objects will fall to left	objects will fall to right	1	1	51	2	1		5	pbp18|pbp13|pbp24	pbp13	stable stacking	unstable stacking will fall	0	0	0	0	12.094	12.094	18.194	1	2	1	3	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_2TpEKOx3TS4cbxb	6/26/15 11:17	6/26/15 11:23	all will fall left	all will fall right	1	1	56	2	1		5	pbp28|pbp13|pbp11b	pbp13	The construction is solid	the construction has a hole in the base	1	1	1	1	0	0	90.003	0	2	1	3	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_6utHr5jIqNQhxUl	6/26/15 11:15	6/26/15 11:24	all objects will fall to the left	all objects will fall to the right	1	1	29	2	1		5	pbp13|pbp02|pbp09	pbp13	all objects have a single object as a base.	all obects are balanced on more than one object as a base.	0	0	0	0	0	0	50.617	0	1	1	3	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_2Cw8MOM9G2gajE8	6/26/15 11:22	6/26/15 11:25	fall to the left	fall to the right	1	1	45	2	1		3	pbp13|pbp16|pbp18	pbp13	fall and stack to the left	fall and stack to the right	0	0	0	0	0	0	24.445	0	1	1	2	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_25yKV4ivhET5gvK	6/26/15 11:22	6/26/15 11:31	The objects will fall to the left	The objects will fall to the right.	1	1	31	2	1		3	pbp24|pbp13|pbp26	pbp13	The objects seem to be going clockwise	The objects seem to be going counter clockwise	0	0	0	0	4.441	25.948	32.026	4	2	1	3	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_ZqLz1hnyQqbXUMF	6/26/15 11:34	6/26/15 11:39	Objects are falling to the left.	Objects are falling to the right.	1	1	27	2	2	Cantonese	5	pbp13|pbp18|pbp26	pbp13	Objects are being rearranged.	Objects are being rearranged.	0	0	0	0	0	0	50.361	0	1	0	1	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_5BCaWZZU1lgLEyZ	6/26/15 11:43	6/26/15 11:49	items will fall on their left side	items will fall on their right side	1	1	24	1	2	spanish	5	pbp19|pbp09|pbp13	pbp13	items have a strong base support	the base support is weak or unstable	0	0	0	0	0	0	35.295	0	3	1	3	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_2v0m85dOS6h8E0a	6/26/15 11:52	6/26/15 11:59	Objects fall to left	Objects fall to right	1	1	24	1	1		5	pbp02|pbp13|pbp18	pbp13	Objects rotate left	Objects rotate right	0	0	0	0	0	0	64.503	0	2	0	2	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_9TF0oxSQFU6HBmh	6/26/15 11:53	6/26/15 12:00	All scenes on the left fall to the left	All scenes on the right fall to the right	1	1	24	1	1		4	pbp16|pbp13|pbp24	pbp13	The objects are stacked above each other	The objects are stacked under each other	0	0	0	0	0	0	63.921	0	2	1	3	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_O2lyLIXKHVB8425	6/26/15 12:01	6/26/15 12:06	Objects will fall to the left	Objects will fall to the right	1	1	24	1	1		5	pbp24|pbp13|pbp09	pbp13	The object won't fall	The object may fall	0	0	0	0	0	0	90.006	0	2	0	1	3.46	3.94	5.54	0.391878841	0.398413631	0.459760132	0.468838231	0.466494845	0.508420209
R_237clnlCytdYiap	6/25/15 12:24	6/25/15 12:31	objects will fall to the left	objects will fall to the right	1	1	40	1	1		5	pbp04|pbp16|pbp02	pbp16	the circle will move towards the square	the circle will move away from the square	0	0	0	0	0	0	45.792	0	2	1	3	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_1EXrEcfHBB4c0pb	6/25/15 13:06	6/25/15 13:12	Objects will fall to the left	Objects will fall to the right	1	1	37	1	1		3	pbp16|pbp19|pbp24	pbp16	the sphere is on the left of the square	the sphere is on the right of the square	1	1	1	1	0	0	19.645	0	1	1	4	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_6QXUTJ0LdWPuNMt	6/25/15 13:43	6/25/15 13:48	Objects fall to the left	Object fall to the right	1	1	19	2	1		3	pbp18|pbp02|pbp16	pbp16	"Circles are on the left, squares are on the right"	"Squares are on the left, circles are on the right"	1	1	1	1	0	0	12.371	0	3	1	4	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_1CJFrKTQ6yGFNwe	6/25/15 13:47	6/25/15 13:54	Will fall to the left.	Will fall to the right.	1	1	27	1	1		2	pbp11b|pbp16|pbp04	pbp16	Objects will meet each other	Objects will not meet each other	0	0	0	0	1.254	80.758	82.581	2	2	0	2	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_1E59jNPs7lcucUU	6/25/15 13:52	6/25/15 13:56	Gravity	Gravity	0	0	43	1	1		3	pbp16|pbp11b|pbp24	pbp16	Gravity	Gravity	0	0	0	0	0	0	26.406	0	1	0	2	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_1OOVQt8LCMLQafF	6/25/15 14:07	6/25/15 14:13	object will fall to the left	object will fall to the right	1	1	41	1	1		2	pbp13|pbp16|pbp18	pbp16	the circle was on the left square on the right	the circle was on the right the square was on the left	1	1	1	1	0	0	8.566	0	2	1	4	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_2eWhxnwypwnJX4U	6/25/15 14:15	6/25/15 14:24	all objects will fall to the left	all objects will fall to the right	1	1	79	2	1		5	pbp18|pbp24|pbp16	pbp16	"objects, circles and squares are in the reverse position to the ones on the right, will fall differently"	"objects, circles and squares are in the reverse position to the ones on the right, will fall differently"	0	1	1	1	61.479	61.865	66.094	2	3	0	2	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_2pWuD60X7YCSnWo	6/25/15 14:58	6/25/15 15:07	The objects will fall to the left.	The objects will fall to the right.	1	1	36	2	1		3	pbp11b|pbp18|pbp16	pbp16	Objects remain the same distance from each other.	Objects switch sides.	0	0	0	1	0	0	90.006	0	3	0	1	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_11dT9zbrQU09A47	6/25/15 15:25	6/25/15 15:28	fall left	fall right	1	1	25	1	1		5	pbp16|pbp13|pbp02	pbp16	square on right	square on left	1	1	1	1	0	0	29.485	0	1	1	3	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_1eQnz0Chw2UnT63	6/25/15 15:33	6/25/15 15:41	left scenes' objects will fall to the left.  	Right scenes' objects will fall to the right.	1	1	44	2	1		6	pbp04|pbp19|pbp16	pbp16	Mirror image (i.e. in reverse/chiral) of the right scenes.	Mirror image (i.e. in reverse/chiral) of the left scenes.	0	0	0	0	7.947	16.525	30.354	2	3	0	1	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_3lYdWtUokUQCZvM	6/25/15 16:08	6/25/15 16:12	The object will fall to the left	The object will fall to the right	1	1	29	2	1		2	pbp28|pbp09|pbp16	pbp16	The square is always on the right side	The square is always on the left side	1	1	1	1	0	0	20.782	0	3	1	3	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_Os8jw68TaMPjFVT	6/25/15 16:19	6/25/15 16:25	Objects will fall to the left	Objects will fall to the right	1	1	35	2	1		5	pbp28|pbp19|pbp16	pbp16	The circle is on the left	The square is on the left	1	1	1	1	0	0	21.812	0	3	1	3	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_1n3FkQQtGpZ4f0Z	6/25/15 16:23	6/25/15 16:28	object falls to right	object falls to left	0	1	33	2	1		6	pbp04|pbp16|pbp26	pbp16	all is chasing object	ball is moving away from object	0	0	0	0	3.868	3.868	15.515	1	2	1	3	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_1pEYY8rrxqTAm1L	6/25/15 16:56	6/25/15 17:02	objects will fall to the left	objects will fall to the right	1	1	27	2	1		4	pbp28|pbp26|pbp16	pbp16	circular objects come before square objects	square objects come before circular objects	1	1	1	1	0	0	34.954	0	3	0	2	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_3HYLpE1GZUceYFn	6/25/15 17:34	6/25/15 17:37	direction of object 	angle of objects 	0	0	19	1	1		3	pbp16|pbp02|pbp26	pbp16	position of shapes 	position of shapes 	0	1	1	1	0	0	19.84	0	1	0	1	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_2uDvjfITrU7dPtN	6/26/15 11:14	6/26/15 11:17	Item will fall to the left	Item will fall to the right	1	1	33	1	1		2	pbp02|pbp19|pbp16	pbp16	opposites	the same	0	0	0	0	0	0	7.148	0	3	1	2	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_0APBYNL0vVYCE6h	6/26/15 11:14	6/26/15 11:22	Objects fall to left	Objects fall to right	1	1	26	2	1		3	pbp16|pbp11b|pbp04	pbp16	Circle on left; square on right	square on left; circle on right	1	1	1	1	0.887	0.887	34.974	1	1	1	3	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_RkKmqibEXmkKt8d	6/26/15 11:16	6/26/15 11:24	Fall left	Fall right	1	1	26	1	1		3	pbp24|pbp16|pbp18	pbp16	Square will move	Square won't move	0	0	0	0	0	0	90.017	0	2	0	1	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_2aIvSRAJOwLWrFj	6/26/15 11:21	6/26/15 11:24	Object falls left.	Object falls right.	1	1	22	1	1		4	pbp04|pbp16|pbp02	pbp16	The circle goes before the square...I think? The switch places.	The square goes before the circle...I think? They switch places.	1	1	1	1	0	0	20.119	0	2	1	3	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_2Cw8MOM9G2gajE8	6/26/15 11:22	6/26/15 11:25	fall to the left	fall to the right	1	1	45	2	1		3	pbp13|pbp16|pbp18	pbp16	roll to the right	roll to the right	0	0	0	0	0	0	15.645	0	2	1	4	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_21FK6K4Ac7yCBsp	6/26/15 11:20	6/26/15 11:32	They will fall to the left.	They will fall to the right.	1	1	58	1	1		6	pbp09|pbp16|pbp19	pbp16	Seem to be mirror image of right scene	Seem to be mirror image of left scene	0	0	0	0	17.599	51.786	90.005	3	2	1	2	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_1DA71y7szmCiBbk	6/26/15 11:50	6/26/15 11:58	The objects will fall to the left	The objects will fall to the right	1	1	40	2	1		5	pbp09|pbp24|pbp16	pbp16	"The square comes first, then the circle in each box"	"The circle comes first, then the square in each box"	0	1	1	1	0	0	26.795	0	3	1	3	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_3ptFtjzR5Wf3vdU	6/26/15 11:50	6/26/15 11:59	objects will fall to the left	objects will fall to the right	1	1	25	2	1		5	pbp19|pbp28|pbp16	pbp16	"circle on left, square to its right"	"square on left, circle to its right"	1	1	1	1	0	0	50.276	0	3	1	4	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_9TF0oxSQFU6HBmh	6/26/15 11:53	6/26/15 12:00	All scenes on the left fall to the left	All scenes on the right fall to the right	1	1	24	1	1		4	pbp16|pbp13|pbp24	pbp16	The scenes on the left had the circles on the left side of the square	The scenes on the left had the circles on the right side of the square	1	1	1	1	0	0	33.499	0	1	1	4	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_1eREBgtEhzMQKM5	6/26/15 11:51	6/26/15 12:00	the items will fall to the left	the items will fall to the right	1	1	24	2	1		5	pbp19|pbp16|pbp09	pbp16	the circle will move	the square will move	0	0	0	0	0	0	31.674	0	2	0	2	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_1OCCZC1l90T5cWw	6/26/15 12:15	6/26/15 12:20	they will fall to the left side of the picture	they will fall to the right side of the picture	1	1	18	1	1		2	pbp16|pbp19|pbp28	pbp16	circle will roll to the square	circle will roll away from square	0	0	0	0	23.08	23.684	32.023	2	1	0	2	3.214285714	3.957142857	7	0.229987999	0.31444209	0.370234674	0.212244898	0.303226984	0.355523072
R_1i8Rs0XVVtLtlBr	6/25/15 12:36	6/25/15 12:39	Right motion	Flipping	0	0	24	1	1		5	pbp18|pbp28|pbp02	pbp18	Movement	Flipping	0	0	0	0	0	0	2.158	0	1	1	2	3.2375	3.425	4.425	0.342209507	0.331965722	0.341957153	0.318521714	0.299006711	0.304831933
