"rt"	"trial_type"	"trial_index"	"trial_index_global"	"time_elapsed"	"subject"	"condition"	"categoryALoc"	"workerId"	"trialNum"	"firstTrial"	"moveNum"	"src"	"category"	"categoryLoc"	"imageName"	"init_locationsX"	"init_locationsY"	"movesX"	"movesY"	"dropTime"	"dropCorrect"	"dropPosition"	"final_locationsX"	"final_locationsY"	"blockNum"	"responses"	"strategy"	"shapes"	"totalTimeMinutes"	"totalTimeSeconds"	"totalTrialNum"	"FourBlock"	"conditionC"	"imagePaired"
358087	"test-sort"	0	3	648081	"p583653"	"high"	"left"	"A11UBOE8N877JJ"	20	1	31	"lib/images/tl_0_60.jpg"	"L"	"left"	"tl_0_60.jpg"	515	298	149	348	272430	1	"left"	149	348	2	""	"I looked for patterns"	"category A was more \L\ shaped, B's were usually crosses."	12.0519333333333	723.116	50	4	0.5	"tl_0_60.jpg"
358087	"test-sort"	0	3	648081	"p583653"	"high"	"left"	"A11UBOE8N877JJ"	21	1	32	"lib/images/tl_30_150.jpg"	"L"	"left"	"tl_30_150.jpg"	515	298	866	325	276134	0	"right"	149	348	2	""	"I looked for patterns"	"category A was more \L\ shaped, B's were usually crosses."	12.0519333333333	723.116	51	4	0.5	"tl_30_150.jpg"
358087	"test-sort"	0	3	648081	"p583653"	"high"	"left"	"A11UBOE8N877JJ"	21	0	33	"lib/images/tl_30_150.jpg"	"L"	"left"	"tl_30_150.jpg"	515	298	149	348	282844	1	"left"	149	348	2	""	"I looked for patterns"	"category A was more \L\ shaped, B's were usually crosses."	12.0519333333333	723.116	51	4	0.5	"tl_30_150.jpg"
358087	"test-sort"	0	3	648081	"p583653"	"high"	"left"	"A11UBOE8N877JJ"	22	1	34	"lib/images/tl_20_120.jpg"	"L"	"left"	"tl_20_120.jpg"	515	298	991	325	285411	0	"right"	149	348	2	""	"I looked for patterns"	"category A was more \L\ shaped, B's were usually crosses."	12.0519333333333	723.116	52	4	0.5	"tl_20_120.jpg"
358087	"test-sort"	0	3	648081	"p583653"	"high"	"left"	"A11UBOE8N877JJ"	22	0	35	"lib/images/tl_20_120.jpg"	"L"	"left"	"tl_20_120.jpg"	515	298	149	348	290658	1	"left"	149	348	2	""	"I looked for patterns"	"category A was more \L\ shaped, B's were usually crosses."	12.0519333333333	723.116	52	4	0.5	"tl_20_120.jpg"
358087	"test-sort"	0	3	648081	"p583653"	"high"	"left"	"A11UBOE8N877JJ"	23	1	36	"lib/images/tl_0_150.jpg"	"L"	"left"	"tl_0_150.jpg"	515	298	149	348	294637	1	"left"	149	348	2	""	"I looked for patterns"	"category A was more \L\ shaped, B's were usually crosses."	12.0519333333333	723.116	53	4	0.5	"tl_0_150.jpg"
358087	"test-sort"	0	3	648081	"p583653"	"high"	"left"	"A11UBOE8N877JJ"	24	1	37	"lib/images/tl_40_0.jpg"	"T"	"right"	"tl_40_0.jpg"	515	298	143	337	298497	0	"left"	881	348	2	""	"I looked for patterns"	"category A was more \L\ shaped, B's were usually crosses."	12.0519333333333	723.116	54	4	0.5	"tl_40_0.jpg"
358087	"test-sort"	0	3	648081	"p583653"	"high"	"left"	"A11UBOE8N877JJ"	24	0	38	"lib/images/tl_40_0.jpg"	"T"	"right"	"tl_40_0.jpg"	515	298	881	348	304597	1	"right"	881	348	2	""	"I looked for patterns"	"category A was more \L\ shaped, B's were usually crosses."	12.0519333333333	723.116	54	4	0.5	"tl_40_0.jpg"
358087	"test-sort"	0	3	648081	"p583653"	"high"	"left"	"A11UBOE8N877JJ"	25	1	39	"lib/images/tl_40_60.jpg"	"T"	"right"	"tl_40_60.jpg"	515	298	881	348	311320	1	"right"	881	348	2	""	"I looked for patterns"	"category A was more \L\ shaped, B's were usually crosses."	12.0519333333333	723.116	55	4	0.5	"tl_40_60.jpg"
358087	"test-sort"	0	3	648081	"p583653"	"high"	"left"	"A11UBOE8N877JJ"	26	1	40	"lib/images/tl_10_90.jpg"	"L"	"left"	"tl_10_90.jpg"	515	298	851	379	315791	0	"right"	149	348	2	""	"I looked for patterns"	"category A was more \L\ shaped, B's were usually crosses."	12.0519333333333	723.116	56	4	0.5	"tl_10_90.jpg"
358087	"test-sort"	0	3	648081	"p583653"	"high"	"left"	"A11UBOE8N877JJ"	26	0	41	"lib/images/tl_10_90.jpg"	"L"	"left"	"tl_10_90.jpg"	515	298	149	348	321614	1	"left"	149	348	2	""	"I looked for patterns"	"category A was more \L\ shaped, B's were usually crosses."	12.0519333333333	723.116	56	4	0.5	"tl_10_90.jpg"
358087	"test-sort"	0	3	648081	"p583653"	"high"	"left"	"A11UBOE8N877JJ"	27	1	42	"lib/images/tl_10_0.jpg"	"T"	"right"	"tl_10_0.jpg"	515	298	93	301	324643	0	"left"	881	348	2	""	"I looked for patterns"	"category A was more \L\ shaped, B's were usually crosses."	12.0519333333333	723.116	57	4	0.5	"tl_10_0.jpg"
358087	"test-sort"	0	3	648081	"p583653"	"high"	"left"	"A11UBOE8N877JJ"	27	0	43	"lib/images/tl_10_0.jpg"	"T"	"right"	"tl_10_0.jpg"	515	298	881	348	330459	1	"right"	881	348	2	""	"I looked for patterns"	"category A was more \L\ shaped, B's were usually crosses."	12.0519333333333	723.116	57	4	0.5	"tl_10_0.jpg"
358087	"test-sort"	0	3	648081	"p583653"	"high"	"left"	"A11UBOE8N877JJ"	28	1	44	"lib/images/tl_50_0.jpg"	"T"	"right"	"tl_50_0.jpg"	515	298	192	321	335789	0	"left"	881	348	2	""	"I looked for patterns"	"category A was more \L\ shaped, B's were usually crosses."	12.0519333333333	723.116	58	4	0.5	"tl_50_0.jpg"
358087	"test-sort"	0	3	648081	"p583653"	"high"	"left"	"A11UBOE8N877JJ"	28	0	45	"lib/images/tl_50_0.jpg"	"T"	"right"	"tl_50_0.jpg"	515	298	881	348	342002	1	"right"	881	348	2	""	"I looked for patterns"	"category A was more \L\ shaped, B's were usually crosses."	12.0519333333333	723.116	58	4	0.5	"tl_50_0.jpg"
358087	"test-sort"	0	3	648081	"p583653"	"high"	"left"	"A11UBOE8N877JJ"	29	1	46	"lib/images/tl_50_90.jpg"	"T"	"right"	"tl_50_90.jpg"	515	298	139	351	345625	0	"left"	881	348	2	""	"I looked for patterns"	"category A was more \L\ shaped, B's were usually crosses."	12.0519333333333	723.116	59	4	0.5	"tl_50_90.jpg"
358087	"test-sort"	0	3	648081	"p583653"	"high"	"left"	"A11UBOE8N877JJ"	29	0	47	"lib/images/tl_50_90.jpg"	"T"	"right"	"tl_50_90.jpg"	515	298	881	348	352565	1	"right"	881	348	2	""	"I looked for patterns"	"category A was more \L\ shaped, B's were usually crosses."	12.0519333333333	723.116	59	4	0.5	"tl_50_90.jpg"
358087	"test-sort"	0	3	648081	"p583653"	"high"	"left"	"A11UBOE8N877JJ"	30	1	48	"lib/images/tl_10_60.jpg"	"L"	"left"	"tl_10_60.jpg"	515	298	149	348	355579	1	"left"	149	348	2	""	"I looked for patterns"	"category A was more \L\ shaped, B's were usually crosses."	12.0519333333333	723.116	60	4	0.5	"tl_10_60.jpg"
132786	"test-sort"	0	1	148283	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	1	1	1	"lib/images/tl_30_60.jpg"	"T"	"right"	"tl_30_60.jpg"	515	298	168	363	3708	0	"left"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	1	1	0.5	"tl_30_60.jpg"
132786	"test-sort"	0	1	148283	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	1	0	2	"lib/images/tl_30_60.jpg"	"T"	"right"	"tl_30_60.jpg"	515	298	881	348	8904	1	"right"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	1	1	0.5	"tl_30_60.jpg"
132786	"test-sort"	0	1	148283	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	2	1	3	"lib/images/tl_10_0.jpg"	"T"	"right"	"tl_10_0.jpg"	515	298	227	347	12488	0	"left"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	2	1	0.5	"tl_10_0.jpg"
132786	"test-sort"	0	1	148283	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	2	0	4	"lib/images/tl_10_0.jpg"	"T"	"right"	"tl_10_0.jpg"	515	298	881	348	17497	1	"right"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	2	1	0.5	"tl_10_0.jpg"
132786	"test-sort"	0	1	148283	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	3	1	5	"lib/images/tl_20_0.jpg"	"T"	"right"	"tl_20_0.jpg"	515	298	881	348	20070	1	"right"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	3	1	0.5	"tl_20_0.jpg"
132786	"test-sort"	0	1	148283	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	4	1	6	"lib/images/tl_40_0.jpg"	"T"	"right"	"tl_40_0.jpg"	515	298	881	348	22464	1	"right"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	4	1	0.5	"tl_40_0.jpg"
132786	"test-sort"	0	1	148283	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	5	1	7	"lib/images/tl_30_30.jpg"	"T"	"right"	"tl_30_30.jpg"	515	298	881	348	25128	1	"right"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	5	1	0.5	"tl_30_30.jpg"
132786	"test-sort"	0	1	148283	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	6	1	8	"lib/images/tl_40_90.jpg"	"T"	"right"	"tl_40_90.jpg"	515	298	197	322	27749	0	"left"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	6	1	0.5	"tl_40_90.jpg"
132786	"test-sort"	0	1	148283	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	6	0	9	"lib/images/tl_40_90.jpg"	"T"	"right"	"tl_40_90.jpg"	515	298	881	348	32637	1	"right"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	6	1	0.5	"tl_40_90.jpg"
132786	"test-sort"	0	1	148283	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	7	1	10	"lib/images/tl_50_0.jpg"	"T"	"right"	"tl_50_0.jpg"	515	298	881	348	35635	1	"right"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	7	1	0.5	"tl_50_0.jpg"
132786	"test-sort"	0	1	148283	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	8	1	11	"lib/images/tl_30_150.jpg"	"L"	"left"	"tl_30_150.jpg"	515	298	859	358	38130	0	"right"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	8	1	0.5	"tl_30_150.jpg"
132786	"test-sort"	0	1	148283	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	8	0	12	"lib/images/tl_30_150.jpg"	"L"	"left"	"tl_30_150.jpg"	515	298	149	348	43039	1	"left"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	8	1	0.5	"tl_30_150.jpg"
132786	"test-sort"	0	1	148283	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	9	1	13	"lib/images/tl_10_60.jpg"	"L"	"left"	"tl_10_60.jpg"	515	298	829	323	46072	0	"right"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	9	1	0.5	"tl_10_60.jpg"
132786	"test-sort"	0	1	148283	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	9	0	14	"lib/images/tl_10_60.jpg"	"L"	"left"	"tl_10_60.jpg"	515	298	149	348	52433	1	"left"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	9	1	0.5	"tl_10_60.jpg"
132786	"test-sort"	0	1	148283	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	10	1	15	"lib/images/tl_50_90.jpg"	"T"	"right"	"tl_50_90.jpg"	515	298	213	367	55159	0	"left"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	10	1	0.5	"tl_50_90.jpg"
132786	"test-sort"	0	1	148283	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	10	0	16	"lib/images/tl_50_90.jpg"	"T"	"right"	"tl_50_90.jpg"	515	298	881	348	60073	1	"right"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	10	1	0.5	"tl_50_90.jpg"
132786	"test-sort"	0	1	148283	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	11	1	17	"lib/images/tl_40_60.jpg"	"T"	"right"	"tl_40_60.jpg"	515	298	881	348	63304	1	"right"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	11	1	0.5	"tl_40_60.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	12	1	18	"lib/images/tl_20_150.jpg"	"L"	"left"	"tl_20_150.jpg"	515	298	149	348	65881	1	"left"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	12	1	0.5	"tl_20_150.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	13	1	19	"lib/images/tl_50_60.jpg"	"T"	"right"	"tl_50_60.jpg"	515	298	881	348	68479	1	"right"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	13	1	0.5	"tl_50_60.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	14	1	20	"lib/images/tl_20_90.jpg"	"L"	"left"	"tl_20_90.jpg"	515	298	149	348	71247	1	"left"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	14	1	0.5	"tl_20_90.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	15	1	21	"lib/images/tl_0_150.jpg"	"L"	"left"	"tl_0_150.jpg"	515	298	149	348	73686	1	"left"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	15	1	0.5	"tl_0_150.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	16	1	22	"lib/images/tl_0_90.jpg"	"L"	"left"	"tl_0_90.jpg"	515	298	149	348	76209	1	"left"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	16	2	0.5	"tl_0_90.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	17	1	23	"lib/images/tl_10_90.jpg"	"L"	"left"	"tl_10_90.jpg"	515	298	149	348	78651	1	"left"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	17	2	0.5	"tl_10_90.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	18	1	24	"lib/images/tl_30_0.jpg"	"T"	"right"	"tl_30_0.jpg"	515	298	881	348	81005	1	"right"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	18	2	0.5	"tl_30_0.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	19	1	25	"lib/images/tl_10_150.jpg"	"L"	"left"	"tl_10_150.jpg"	515	298	149	348	83389	1	"left"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	19	2	0.5	"tl_10_150.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	20	1	26	"lib/images/tl_20_120.jpg"	"L"	"left"	"tl_20_120.jpg"	515	298	149	348	85592	1	"left"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	20	2	0.5	"tl_20_120.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	21	1	27	"lib/images/tl_50_120.jpg"	"T"	"right"	"tl_50_120.jpg"	515	298	191	365	87870	0	"left"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	21	2	0.5	"tl_50_120.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	21	0	28	"lib/images/tl_50_120.jpg"	"T"	"right"	"tl_50_120.jpg"	515	298	881	348	92996	1	"right"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	21	2	0.5	"tl_50_120.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	22	1	29	"lib/images/tl_20_30.jpg"	"T"	"right"	"tl_20_30.jpg"	515	298	881	348	95782	1	"right"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	22	2	0.5	"tl_20_30.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	23	1	30	"lib/images/tl_0_60.jpg"	"L"	"left"	"tl_0_60.jpg"	515	298	817	327	98324	0	"right"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	23	2	0.5	"tl_0_60.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	23	0	31	"lib/images/tl_0_60.jpg"	"L"	"left"	"tl_0_60.jpg"	515	298	149	348	103155	1	"left"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	23	2	0.5	"tl_0_60.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	24	1	32	"lib/images/tl_50_30.jpg"	"T"	"right"	"tl_50_30.jpg"	515	298	881	348	105503	1	"right"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	24	2	0.5	"tl_50_30.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	25	1	33	"lib/images/tl_30_120.jpg"	"L"	"left"	"tl_30_120.jpg"	515	298	787	339	108196	0	"right"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	25	2	0.5	"tl_30_120.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	25	0	34	"lib/images/tl_30_120.jpg"	"L"	"left"	"tl_30_120.jpg"	515	298	149	348	113007	1	"left"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	25	2	0.5	"tl_30_120.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	26	1	35	"lib/images/tl_40_30.jpg"	"T"	"right"	"tl_40_30.jpg"	515	298	881	348	115328	1	"right"	881	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	26	2	0.5	"tl_40_30.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	27	1	36	"lib/images/tl_0_120.jpg"	"L"	"left"	"tl_0_120.jpg"	515	298	149	348	117856	1	"left"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	27	2	0.5	"tl_0_120.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	28	1	37	"lib/images/tl_0_30.jpg"	"L"	"left"	"tl_0_30.jpg"	515	298	878	329	120126	0	"right"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	28	2	0.5	"tl_0_30.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	28	0	38	"lib/images/tl_0_30.jpg"	"L"	"left"	"tl_0_30.jpg"	515	298	149	348	124929	1	"left"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	28	2	0.5	"tl_0_30.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	29	1	39	"lib/images/tl_10_120.jpg"	"L"	"left"	"tl_10_120.jpg"	515	298	149	348	127382	1	"left"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	29	2	0.5	"tl_10_120.jpg"
132786	"test-sort"	0	1	148284	"p363852"	"high"	"left"	"A2ETY1O927Z1IF"	30	1	40	"lib/images/tl_40_150.jpg"	"L"	"left"	"tl_40_150.jpg"	515	298	149	348	130282	1	"left"	149	348	1	""	"For category A if the shapes were shaped like an L it usually went to category A and for category B were usually t shape. So If the horizontal line was closer to the bottom of the vertical end it usually went to Category A. If the horizontal line was near the top or makes a t shape it went to B"	"Category A was L shaped and Category b was t shapes "	7.73515	464.109	30	2	0.5	"tl_40_150.jpg"
